id_cliente,nome,sexo,data_nasc,cidade,uf,data_cadastro
11032,Lucas Teixeira,ND,1978-06-02,São Luís,PA,2020-11-01
11033,Luiz Costa,ND,1990-10-07,Porto Velho,MA,2020-02-11
11034,Pedro Pereira,M,1958-08-22,Belém,PB,2025-06-06
11035,Sofia Rodrigues,ND,1990-04-27,Cuiabá,PB,2021-08-09
11036,Caio Pereira,ND,1998-12-14,Campo Grande,PA,2021-08-02
11037,Paula Araujo,F,1975-08-30,Curitiba,ES,2024-04-30
11038,André Araujo,M,1956-08-28,Vitória,PA,2023-02-15
11039,Bruno Gomes,M,2005-02-20,Porto Alegre,CE,2021-03-12
11040,Beatriz Cardoso,M,1999-11-26,Rio de Janeiro,PI,2020-02-05
11041,Renan Lima,F,1968-05-20,Porto Velho,PB,2020-06-20
11042,Bruno Barbosa,ND,1956-01-29,Manaus,AM,2025-07-06
11043,Camila Cardoso,ND,2003-03-07,Cuiabá,RR,2020-05-21
11044,Daniel Cardoso,M,1988-07-10,Palmas,MS,2019-10-09
11045,Ana Pereira,F,1958-08-08,João Pessoa,SC,2019-01-16
11046,Akira Rocha,M,1967-12-27,Florianópolis,SC,2022-05-17
11047,Marina Araujo,F,1962-06-25,Campo Grande,TO,2022-08-27
11048,Renan Barbosa,ND,1987-03-30,Campo Grande,PB,2023-06-19
11049,Ana Ferreira,F,1986-11-02,Rio de Janeiro,AM,2022-05-08
11050,Daniel Almeida,ND,2002-07-17,Salvador,BA,2025-05-27
11051,Luiza Almeida,ND,2001-11-01,São Paulo,CE,2025-06-25
11052,Felipe Souza,M,1990-06-21,Belo Horizonte,AL,2024-02-08
11053,Pedro Gomes,ND,2005-01-16,Belém,ES,2023-12-26
11054,Sofia Ribeiro,M,1994-11-08,Brasília,BA,2025-05-15
11055,Luca Gomes,M,1996-01-01,Macapá,SP,2022-08-11
11056,Marina Lima,M,1959-04-25,Maceió,MA,2020-06-30
11057,Ana Gomes,F,1984-05-15,Teresina,PR,2023-08-19
11058,Lucas Teixeira,F,1997-04-14,Natal,RS,2019-11-15
11059,Felipe Pereira,F,2003-07-03,Manaus,RJ,2021-08-09
11060,Sofia Souza,ND,1959-02-16,Belo Horizonte,SP,2024-01-09
11061,Luiz Barbosa,F,1991-01-15,Boa Vista,MT,2019-07-10
11062,Monique Ferreira,M,1956-03-25,Porto Velho,SP,2021-10-20
11063,Felipe Pereira,F,1966-09-24,Natal,BA,2020-11-14
11064,Akira Costa,F,1983-09-02,Curitiba,SC,2019-05-02
11065,Paula Ribeiro,M,1969-10-27,Brasília,CE,2023-07-03
11066,Luiza Souza,M,1957-01-29,Vitória,SC,2021-11-22
11067,Gabriel Silva,ND,1977-08-29,Belo Horizonte,RS,2021-02-13
11068,Luiz Araujo,F,1978-05-31,Florianópolis,ES,2022-09-10
11069,Felipe Martins,M,1994-11-22,Cuiabá,MA,2022-08-01
11070,Ana Teixeira,ND,1974-10-06,Goiânia,MS,2022-08-18
11071,Bruno Teixeira,ND,1970-11-09,Curitiba,MS,2024-09-25
11072,Daniel Teixeira,F,1988-04-05,Manaus,RR,2020-09-17
11073,Monique Almeida,ND,1963-11-29,Palmas,GO,2021-03-15
11074,Mariana Silva,F,1964-01-28,Recife,GO,2020-12-27
11075,Rafael Cardoso,F,2002-06-02,Maceió,PI,2022-04-02
11076,Lucas Santos,ND,1956-11-30,Maceió,MS,2025-06-14
11077,Aline Rocha,M,2004-07-09,Curitiba,PI,2021-07-02
11078,Patrícia Barbosa,M,1960-05-15,Goiânia,CE,2025-06-27
11079,Monique Barbosa,M,1964-05-18,Boa Vista,PE,2023-09-26
11080,Carla Pereira,ND,1959-11-04,Palmas,MT,2024-12-21
11081,Sofia Cardoso,F,2001-03-07,João Pessoa,DF,2019-04-16
11082,Roberto Teixeira,M,1967-10-05,Belém,RO,2024-06-05
11083,Paula Santos,F,1972-02-22,João Pessoa,RR,2024-08-08
11084,João Oliveira,ND,2000-06-28,Maceió,TO,2022-10-28
11085,Roberto Gomes,M,1995-07-05,Rio de Janeiro,RO,2021-07-30
11086,Luiz Lima,ND,1999-04-14,Recife,BA,2024-10-05
11087,Bruno Silva,F,1963-02-10,Boa Vista,CE,2021-03-04
11088,Luiza Pereira,ND,1983-01-11,Goiânia,RO,2020-05-19
11089,Patrícia Silva,F,1966-12-17,Curitiba,BA,2019-02-27
11090,Monique Rocha,F,1987-09-06,Cuiabá,PB,2020-12-13
11091,Felipe Almeida,M,1978-04-14,Manaus,PB,2024-11-15
11092,Renan Teixeira,M,1981-10-07,Belo Horizonte,SC,2019-09-18
11093,Sofia Ribeiro,F,1980-05-11,Belém,MT,2022-07-13
11094,Mariana Barbosa,M,1970-02-27,Brasília,TO,2019-12-13
11095,Felipe Gomes,M,1984-11-27,Belo Horizonte,MS,2024-02-13
11096,Daniel Almeida,M,1970-12-05,Recife,CE,2020-09-04
11097,Fabrício Dias,F,1968-10-20,Manaus,CE,2023-06-21
11098,Fabrício Lima,F,1959-05-09,Brasília,PE,2021-04-16
11099,Felipe Santos,M,1984-10-19,Natal,MT,2022-01-14
11100,Fabrício Lima,M,1998-11-26,Fortaleza,BA,2019-08-17
11101,Pedro Dias,F,1984-07-31,Porto Alegre,CE,2021-07-19
11102,Thiago Ferreira,F,1972-05-25,Palmas,TO,2019-01-23
11103,Daniel Souza,F,1959-12-02,Porto Velho,PB,2025-06-28
11104,Akira Rodrigues,ND,2000-04-01,Rio de Janeiro,BA,2020-09-13
11105,Akira Oliveira,M,1973-07-23,São Paulo,PA,2021-11-02
11106,Camila Martins,ND,1958-09-22,Porto Velho,BA,2024-10-07
11107,Ana Silva,F,1969-09-29,Goiânia,AL,2021-03-05
11108,Monique Pereira,M,2000-03-15,Salvador,PA,2022-01-28
11109,João Souza,M,1988-02-13,Maceió,RS,2023-12-14
11110,Camila Rodrigues,ND,1985-02-18,João Pessoa,DF,2023-04-21
11111,Juliana Teixeira,ND,1976-09-17,Cuiabá,RS,2019-06-12
11112,Caio Rodrigues,F,2001-01-12,Salvador,MS,2022-04-27
11113,Luca Lima,F,1987-06-10,Cuiabá,AP,2020-01-27
11114,Akira Cardoso,M,1991-08-16,Vitória,AL,2022-07-26
11115,Patrícia Ferreira,M,1964-06-16,Palmas,RJ,2022-09-18
11116,Roberto Oliveira,F,1964-11-10,Cuiabá,DF,2023-05-20
11117,Juliana Rocha,ND,1985-04-10,Belém,AL,2020-03-04
11118,Roberto Gomes,M,1965-03-06,Maceió,PR,2020-08-26
11119,Caio Rocha,ND,2001-08-15,São Paulo,MG,2022-01-11
11120,Luiza Almeida,ND,1984-02-11,Florianópolis,RO,2021-11-04
11121,Lucas Teixeira,F,1983-09-01,Vitória,TO,2022-04-02
11122,Beatriz Carvalho,M,1999-12-20,Brasília,DF,2021-12-05
11123,Luca Cardoso,F,2001-02-19,São Luís,RO,2019-06-29
11124,Pedro Dias,M,1982-06-12,Teresina,PE,2025-02-25
11125,Juliana Cardoso,ND,2003-06-08,Teresina,AL,2025-06-25
11126,Marina Teixeira,ND,2003-11-14,São Luís,GO,2022-02-20
11127,Mariana Silva,F,1958-06-24,Cuiabá,PR,2025-07-02
11128,Thiago Santos,ND,1987-10-26,Goiânia,AL,2019-07-18
11129,Maria Rodrigues,M,2005-10-01,Teresina,RN,2019-03-17
11130,Luiza Silva,F,1996-09-17,Salvador,AM,2019-07-29
11131,Luca Cardoso,M,1984-07-31,São Paulo,PE,2020-10-28
11132,Luiz Costa,M,1973-03-13,Belém,MT,2024-01-13
11133,Monique Carvalho,M,2005-08-18,Teresina,AM,2020-07-13
11134,Maria Costa,ND,1982-08-05,Palmas,RS,2020-08-13
11135,Daniel Lima,ND,1964-04-29,Curitiba,PE,2023-03-11
11136,André Costa,M,1987-01-27,São Luís,RN,2025-04-15
11137,Rafael Gomes,ND,1956-07-23,São Luís,GO,2019-11-20
11138,Ana Ferreira,F,1979-09-11,Curitiba,SC,2020-02-03
11139,Akira Souza,M,1984-04-02,Porto Velho,GO,2022-01-17
11140,Marina Cardoso,F,1956-05-19,Boa Vista,PR,2022-05-08
11141,Thiago Pereira,ND,1961-07-26,Boa Vista,SP,2019-10-16
11142,Pedro Rocha,M,1955-04-26,Porto Alegre,AM,2021-10-07
11143,Sofia Barbosa,F,1998-12-08,São Paulo,PE,2022-10-03
11144,Beatriz Souza,ND,1982-03-26,Cuiabá,RO,2019-02-12
11145,Lucas Almeida,F,1970-06-05,Goiânia,RJ,2019-06-12
11146,André Ferreira,ND,1981-10-07,Goiânia,SP,2022-05-27
11147,Daniel Silva,M,1969-03-12,Belém,MG,2025-03-26
11148,João Pereira,ND,1973-05-31,São Luís,RO,2022-06-25
11149,Roberto Araujo,M,1979-07-28,Vitória,DF,2019-05-14
11150,Renan Ferreira,ND,1956-06-02,Recife,CE,2019-12-06
11151,Daniel Ferreira,ND,1994-01-02,Campo Grande,PB,2023-10-19
11152,Lucas Lima,F,1989-05-25,Cuiabá,GO,2024-08-16
11153,Thiago Almeida,F,1976-09-19,São Luís,BA,2020-09-09
11154,Monique Dias,F,2001-11-30,Porto Alegre,AP,2023-07-23
11155,Rafael Carvalho,M,1962-08-30,Teresina,PI,2019-01-07
11156,Felipe Cardoso,F,1957-12-24,São Luís,MG,2022-05-31
11157,Pedro Souza,ND,1997-02-17,Porto Velho,RJ,2020-11-01
11158,Juliana Costa,ND,1966-08-11,Cuiabá,CE,2024-03-05
11159,Luca Costa,M,1982-05-07,Cuiabá,TO,2022-02-21
11160,Luiza Martins,M,2000-08-03,Macapá,RN,2020-12-20
11161,André Rodrigues,F,1972-10-18,Campo Grande,AL,2025-05-28
11162,Ana Ribeiro,ND,1995-03-05,Manaus,RR,2021-05-22
11163,Beatriz Rodrigues,M,1999-02-23,Fortaleza,SC,2020-11-05
11164,Paula Ferreira,ND,1962-10-13,Recife,PE,2020-07-20
11165,Marina Silva,F,1961-06-14,Cuiabá,RN,2022-03-28
11166,Pedro Silva,F,1990-07-17,Curitiba,PI,2024-01-09
11167,Carla Carvalho,M,1987-11-15,Palmas,AP,2023-07-24
11168,Paula Carvalho,ND,2001-12-30,Cuiabá,SC,2019-12-08
11169,Daniel Pereira,ND,1963-07-03,Fortaleza,BA,2021-06-30
11170,Caio Cardoso,ND,1961-05-02,São Luís,PR,2022-10-20
11171,Luca Santos,M,1983-09-18,Florianópolis,MT,2019-12-08
11172,Paula Lima,F,1997-08-23,Rio de Janeiro,MS,2022-05-12
11173,Aline Ribeiro,M,1981-09-03,Fortaleza,PR,2020-03-20
11174,Marina Rodrigues,ND,1992-05-13,Cuiabá,DF,2020-09-26
11175,Ana Oliveira,F,1959-12-01,Cuiabá,CE,2022-05-01
11176,André Silva,ND,1957-06-06,Florianópolis,PA,2022-06-05
11177,Lucas Araujo,F,1955-12-01,São Luís,ES,2021-06-11
11178,Renan Almeida,ND,1998-02-14,Natal,MA,2021-05-09
11179,Lucas Ribeiro,F,1988-10-02,Macapá,MT,2021-07-07
11180,Juliana Barbosa,ND,1998-03-14,Goiânia,SC,2020-12-22
11181,Sofia Gomes,M,1998-04-21,Goiânia,RN,2019-10-23
11182,Luiza Rocha,ND,1999-02-06,Campo Grande,RO,2020-03-10
11183,Akira Cardoso,M,1993-04-11,Florianópolis,RS,2022-02-19
11184,Gabriel Dias,ND,2004-09-03,Belém,PA,2025-05-12
11185,Paula Ribeiro,ND,2000-04-22,Teresina,MG,2022-06-30
11186,Felipe Santos,F,2004-06-21,Florianópolis,RS,2024-02-20
11187,Maria Araujo,M,1955-12-17,Rio de Janeiro,GO,2025-04-08
11188,Ana Barbosa,M,1967-11-06,Natal,DF,2023-05-28
11189,Rafael Gomes,ND,1961-06-08,Cuiabá,SP,2020-10-16
11190,Carla Lima,M,1989-09-26,Cuiabá,ES,2021-03-06
11191,Caio Rocha,ND,1992-08-15,Belo Horizonte,DF,2021-01-16
11192,Bruno Martins,F,1964-12-11,Curitiba,ES,2024-08-19
11193,Bruno Barbosa,ND,1992-10-11,Goiânia,MA,2024-03-17
11194,Thiago Barbosa,M,1965-03-10,Teresina,MS,2023-03-18
11195,Akira Silva,ND,1968-07-17,Recife,RR,2021-03-01
11196,Pedro Rodrigues,F,1957-09-20,Vitória,MT,2021-09-26
11197,Camila Rocha,M,1973-09-12,João Pessoa,AM,2022-09-17
11198,Beatriz Araujo,ND,1967-05-06,Brasília,BA,2022-04-21
11199,Mariana Costa,F,1961-02-01,Teresina,SC,2019-03-20
11200,Marina Carvalho,ND,2005-10-07,Recife,MS,2025-03-08
11201,Maria Teixeira,F,1967-05-18,Rio de Janeiro,GO,2022-10-22
11202,Mariana Santos,M,1979-11-25,Belo Horizonte,DF,2019-03-31
11203,Aline Araujo,ND,1989-03-15,Campo Grande,MA,2019-02-21
11204,Maria Rocha,ND,1958-12-21,Brasília,PI,2025-05-18
11205,Luiza Gomes,M,2000-03-16,Brasília,MG,2024-11-26
11206,Caio Cardoso,M,1969-08-18,Vitória,PR,2024-06-26
11207,Monique Ferreira,M,1964-08-17,João Pessoa,MS,2023-05-19
11208,Pedro Santos,M,2003-05-09,Boa Vista,AL,2021-01-15
11209,Rafael Oliveira,F,2000-05-21,Cuiabá,AL,2022-12-04
11210,Sofia Pereira,ND,1963-06-24,Manaus,TO,2025-03-10
11211,Fabrício Carvalho,F,2004-07-22,Salvador,TO,2023-04-22
11212,Patrícia Oliveira,ND,1961-03-09,Recife,DF,2025-04-03
11213,André Costa,F,1989-11-12,Porto Velho,MA,2022-06-05
11214,Marina Dias,M,1980-05-13,Palmas,PA,2022-02-28
11215,André Santos,M,1981-06-01,Curitiba,RO,2023-10-29
11216,Beatriz Lima,ND,1979-01-24,Cuiabá,DF,2023-11-14
11217,Aline Oliveira,M,1984-07-10,Cuiabá,ES,2025-04-22
11218,Caio Oliveira,F,1955-04-20,Cuiabá,AL,2022-06-12
11219,Camila Santos,F,1994-05-12,Manaus,RN,2023-10-19
11220,Ana Silva,ND,1961-10-30,João Pessoa,AM,2020-10-07
11221,Camila Teixeira,F,1963-08-10,Macapá,GO,2024-04-13
11222,André Silva,F,1981-03-25,Macapá,PB,2019-04-27
11223,Akira Lima,ND,1999-09-06,Palmas,AP,2020-07-02
11224,Beatriz Barbosa,M,1956-02-15,Teresina,RS,2023-10-17
11225,Paula Dias,F,1990-06-18,Curitiba,ES,2020-03-08
11226,Juliana Ribeiro,F,1990-02-16,João Pessoa,DF,2025-07-11
11227,Daniel Rocha,ND,1978-11-25,João Pessoa,BA,2023-10-02
11228,Luca Ribeiro,F,1975-04-22,João Pessoa,TO,2019-04-03
11229,Camila Araujo,ND,1979-07-20,Goiânia,RS,2023-03-12
11230,Lucas Dias,F,1986-02-26,Macapá,AP,2024-02-05
11231,Roberto Rocha,M,1985-09-17,Campo Grande,RO,2024-01-26
11232,Luiz Teixeira,F,1966-10-03,Belo Horizonte,RN,2022-11-09
11233,Daniel Pereira,M,1971-11-16,São Paulo,RO,2020-05-27
11234,Patrícia Costa,M,1998-02-27,Salvador,MT,2020-01-05
11235,Pedro Teixeira,F,1999-10-19,São Luís,BA,2025-06-24
11236,Lucas Araujo,ND,1996-08-11,Palmas,RR,2023-04-20
11237,Maria Dias,F,1981-07-05,Porto Alegre,AM,2024-12-24
11238,Patrícia Oliveira,ND,1998-04-10,Recife,ES,2021-12-26
11239,Monique Dias,F,1964-08-30,Teresina,RO,2023-12-13
11240,Thiago Carvalho,M,1962-10-23,Brasília,AM,2023-09-13
11241,Beatriz Almeida,F,1980-01-23,Campo Grande,RJ,2019-07-24
11242,Akira Souza,M,1964-02-02,Florianópolis,MT,2023-11-10
11243,Paula Pereira,ND,1992-08-26,Florianópolis,AM,2024-02-07
11244,Patrícia Cardoso,ND,1976-06-07,Florianópolis,BA,2020-12-29
11245,Pedro Almeida,F,1972-11-22,Teresina,MG,2023-08-19
11246,Patrícia Cardoso,M,1982-04-29,Campo Grande,BA,2025-07-10
11247,Rafael Oliveira,M,1959-02-21,Campo Grande,RJ,2024-04-20
11248,Luca Teixeira,F,1969-03-03,Belém,MS,2020-05-08
11249,Maria Pereira,ND,1962-09-28,Goiânia,RO,2024-04-03
11250,Patrícia Silva,M,1969-02-22,João Pessoa,AL,2021-05-15
11251,Beatriz Dias,ND,1977-12-04,Vitória,RR,2022-04-13
11252,Renan Araujo,F,1989-09-07,Manaus,SP,2020-03-16
11253,Maria Santos,M,1993-09-18,Palmas,RO,2023-05-31
11254,Maria Ferreira,ND,1984-10-01,Rio de Janeiro,BA,2019-05-10
11255,Carla Martins,F,1997-02-11,Porto Velho,TO,2024-09-16
11256,Sofia Araujo,ND,1985-02-08,Florianópolis,AL,2020-09-06
11257,Akira Rodrigues,ND,1959-09-09,São Luís,SP,2023-04-26
11258,Daniel Carvalho,ND,1997-11-29,Belém,RO,2022-06-06
11259,Caio Souza,F,1979-06-01,Porto Velho,PR,2019-08-19
11260,Renan Cardoso,ND,1955-03-24,Goiânia,BA,2020-08-12
11261,Bruno Araujo,ND,2004-04-17,Florianópolis,PA,2019-10-05
11262,Daniel Barbosa,M,1980-03-04,Campo Grande,AP,2023-09-08
11263,Rafael Barbosa,ND,1957-06-20,Palmas,RR,2025-04-04
11264,Fabrício Barbosa,ND,1989-10-16,Porto Alegre,PR,2019-11-27
11265,Beatriz Pereira,F,1964-10-01,Recife,PR,2019-06-16
11266,Carla Araujo,ND,1985-10-08,Recife,RN,2023-06-16
11267,Patrícia Carvalho,ND,2003-05-23,Macapá,SP,2020-01-29
11268,Ana Pereira,F,2003-12-20,Porto Alegre,RR,2021-07-09
11269,Ana Pereira,ND,1969-09-07,São Luís,SC,2020-09-19
11270,Beatriz Santos,ND,1988-09-29,Boa Vista,MG,2019-04-23
11271,Akira Souza,M,1956-11-16,Palmas,TO,2023-01-28
11272,Bruno Dias,F,1976-03-11,Teresina,AL,2021-12-01
11273,Juliana Rocha,M,1981-06-08,João Pessoa,RN,2019-10-22
11274,Felipe Gomes,F,1955-07-26,Boa Vista,MA,2025-04-06
11275,Akira Gomes,ND,1994-10-29,São Paulo,GO,2024-04-02
11276,Luiz Ribeiro,M,1982-11-17,Goiânia,GO,2020-04-07
11277,Camila Lima,F,1988-10-15,Cuiabá,MS,2020-01-01
11278,Gabriel Teixeira,F,1971-09-03,Recife,MG,2020-11-28
11279,André Dias,M,1988-07-04,Porto Alegre,SP,2024-06-02
11280,Patrícia Araujo,M,1958-07-30,Salvador,MA,2020-07-05
11281,Patrícia Souza,F,1985-06-22,Palmas,RN,2019-01-19
11282,Luca Lima,M,1988-12-15,Manaus,RR,2019-05-19
11283,Mariana Martins,ND,1961-10-16,Porto Alegre,AP,2021-07-08
11284,Mariana Cardoso,ND,1974-03-13,Rio de Janeiro,RR,2019-03-17
11285,Carla Martins,ND,2000-10-21,Cuiabá,MG,2024-04-09
11286,Gabriel Ferreira,ND,1962-05-25,Recife,AL,2019-02-10
11287,Carla Rodrigues,M,1962-11-08,Vitória,PB,2025-07-27
11288,Monique Carvalho,M,1997-11-23,Porto Alegre,PE,2019-11-17
11289,Thiago Rocha,F,1990-04-23,Campo Grande,ES,2024-07-05
11290,Daniel Ferreira,M,1979-08-21,Florianópolis,RS,2024-09-22
11291,Pedro Martins,ND,1957-02-14,Recife,TO,2024-10-15
11292,Marina Souza,M,1963-08-10,Teresina,RR,2022-12-20
11293,Patrícia Dias,ND,1971-10-03,Florianópolis,SC,2021-12-19
11294,Luiz Ferreira,ND,1979-05-06,Fortaleza,CE,2019-04-23
11295,Felipe Araujo,F,1962-09-10,Teresina,ES,2020-12-25
11296,Felipe Rodrigues,M,1959-09-23,Manaus,PI,2023-04-26
11297,Felipe Gomes,ND,1989-09-08,João Pessoa,MG,2021-02-09
11298,Aline Rocha,M,1986-04-06,Palmas,DF,2020-05-01
11299,Marina Costa,M,1961-09-02,Palmas,RS,2024-05-30
11300,Luiza Gomes,F,1988-11-11,Rio de Janeiro,AP,2022-11-10
11301,Renan Cardoso,M,1959-12-23,Porto Velho,RN,2019-06-06
11302,Luca Pereira,M,1995-07-17,São Paulo,RN,2024-11-25
11303,Juliana Souza,M,1985-07-07,Natal,PE,2022-06-11
11304,Lucas Almeida,M,1978-10-15,Rio de Janeiro,PR,2023-01-06
11305,Lucas Santos,ND,1975-01-12,Vitória,MS,2025-05-18
11306,Thiago Carvalho,ND,1971-10-05,Manaus,DF,2019-04-16
11307,Juliana Ferreira,F,1969-02-04,São Paulo,AL,2021-12-08
11308,Felipe Pereira,ND,2003-04-10,Belo Horizonte,MA,2019-10-12
11309,Aline Lima,M,1962-09-16,Recife,RO,2024-05-20
11310,Monique Ferreira,ND,1993-09-05,Belo Horizonte,AP,2023-04-18
11311,Juliana Oliveira,F,1997-08-14,Manaus,SC,2019-08-08
11312,Akira Rodrigues,ND,1981-03-28,Rio de Janeiro,MG,2020-11-09
11313,Ana Ferreira,M,1956-06-26,Salvador,PB,2019-02-24
11314,Luca Almeida,M,1956-09-04,Teresina,MA,2019-12-21
11315,Marina Costa,ND,1965-12-15,Recife,PI,2025-01-04
11316,Patrícia Gomes,M,1984-07-24,Belo Horizonte,PE,2019-10-08
11317,Felipe Cardoso,ND,1970-01-10,Rio de Janeiro,PE,2024-05-27
11318,Gabriel Costa,M,1975-09-01,Belém,PI,2020-08-07
11319,Luiz Rocha,ND,1997-05-02,Natal,SC,2024-01-19
11320,Daniel Lima,M,1973-11-15,Rio de Janeiro,AP,2022-05-24
11321,Akira Costa,ND,1997-01-29,Cuiabá,RR,2024-08-27
11322,Sofia Silva,ND,1955-08-14,Macapá,SP,2024-06-06
11323,Gabriel Lima,ND,1993-04-19,Florianópolis,GO,2024-03-01
11324,Sofia Lima,ND,1958-02-02,Belém,AL,2024-12-10
11325,Patrícia Carvalho,M,1988-06-21,São Luís,PE,2025-08-01
11326,Paula Oliveira,M,2001-12-18,Goiânia,DF,2019-10-06
11327,André Souza,ND,1996-04-26,Porto Velho,RO,2021-12-05
11328,Carla Rocha,ND,1985-01-24,Porto Alegre,TO,2025-07-13
11329,Maria Gomes,F,1970-04-17,Recife,RR,2021-04-20
11330,Carla Gomes,M,1970-09-20,Palmas,ES,2025-03-29
11331,Caio Cardoso,F,1984-09-21,São Paulo,MG,2024-11-22
11332,Rafael Teixeira,M,1964-04-12,Porto Alegre,PA,2019-01-06
11333,Sofia Cardoso,ND,1995-08-26,João Pessoa,CE,2022-08-24
11334,André Oliveira,F,1993-11-17,Boa Vista,GO,2023-06-14
11335,Felipe Silva,ND,1995-03-30,Curitiba,RR,2022-10-19
11336,Carla Barbosa,F,1999-09-19,Recife,DF,2024-09-25
11337,Thiago Rocha,M,1995-05-14,João Pessoa,MS,2021-07-09
11338,Maria Almeida,M,1979-09-15,Natal,AM,2019-11-23
11339,Patrícia Souza,M,1965-08-14,Curitiba,MS,2020-04-12
11340,Paula Cardoso,ND,1998-02-03,São Luís,CE,2022-03-13
11341,Ana Dias,M,1963-01-28,João Pessoa,MS,2019-12-30
11342,Patrícia Carvalho,ND,1961-07-29,Goiânia,MT,2020-04-15
11343,Felipe Teixeira,M,1999-04-10,Porto Velho,RJ,2022-01-14
11344,Sofia Gomes,F,1965-05-28,Palmas,AL,2023-03-24
11345,Marina Dias,M,1976-06-02,São Paulo,AP,2023-04-08
11346,Felipe Pereira,M,1956-03-24,Manaus,RS,2022-01-17
11347,Patrícia Cardoso,F,1969-09-16,Florianópolis,DF,2022-01-05
11348,Mariana Pereira,F,1965-09-15,Salvador,AL,2019-09-13
11349,Pedro Ribeiro,F,1972-10-31,Teresina,TO,2019-04-11
11350,Thiago Cardoso,F,1986-08-23,Brasília,BA,2024-12-25
11351,Caio Dias,ND,1973-04-13,Macapá,SC,2022-01-24
11352,Beatriz Almeida,F,1987-06-01,Recife,RS,2021-02-20
11353,André Oliveira,ND,1991-08-24,Maceió,AP,2023-03-07
11354,Daniel Gomes,M,1966-12-19,Florianópolis,PE,2022-02-03
11355,Ana Dias,M,1986-06-20,Porto Alegre,ES,2023-09-10
11356,Paula Barbosa,ND,2001-05-03,Boa Vista,BA,2024-07-27
11357,Patrícia Barbosa,F,1969-03-01,Rio de Janeiro,MA,2022-06-15
11358,André Dias,F,1965-10-31,Natal,RN,2025-02-25
11359,Camila Gomes,M,1996-10-01,Macapá,RS,2023-03-20
11360,Aline Teixeira,F,1983-05-19,Goiânia,MS,2022-12-26
11361,Maria Almeida,ND,1969-07-25,Fortaleza,RN,2019-03-17
11362,Mariana Almeida,F,1998-09-08,Maceió,MS,2023-07-03
11363,Marina Carvalho,ND,1978-11-24,São Paulo,GO,2023-09-08
11364,Pedro Cardoso,ND,1981-11-24,Brasília,PR,2021-06-06
11365,Luiza Cardoso,M,1990-08-10,Recife,PI,2019-01-23
11366,Mariana Rocha,M,1961-08-03,Porto Velho,RS,2025-01-24
11367,Juliana Ferreira,M,1972-01-11,João Pessoa,PI,2021-02-13
11368,Aline Silva,M,1958-03-18,São Paulo,TO,2022-12-20
11369,Beatriz Pereira,ND,1985-08-19,Florianópolis,PA,2021-04-11
11370,Luca Pereira,ND,1966-01-16,Macapá,MS,2019-07-15
11371,Renan Rocha,F,1961-04-08,Porto Alegre,PI,2021-09-26
11372,Beatriz Pereira,ND,1979-04-15,Palmas,RJ,2023-08-20
11373,Luiz Martins,ND,1957-11-17,Macapá,ES,2019-11-05
11374,Rafael Ribeiro,M,1981-08-01,Manaus,RO,2024-06-21
11375,André Carvalho,M,1976-02-18,Natal,RS,2024-12-06
11376,Marina Dias,F,1981-04-24,Cuiabá,MG,2021-07-05
11377,Luiza Ferreira,ND,1983-01-22,Campo Grande,ES,2021-07-04
11378,Gabriel Costa,F,1991-07-28,São Paulo,RR,2021-01-22
11379,André Martins,M,1963-04-28,Porto Velho,AM,2025-06-08
11380,Camila Rodrigues,M,1965-07-26,Florianópolis,PB,2024-12-29
11381,Luiz Oliveira,M,1957-06-15,Brasília,TO,2019-10-31
11382,Bruno Rodrigues,F,1962-09-15,São Paulo,AL,2022-12-11
11383,Sofia Cardoso,M,1978-10-18,Porto Velho,PA,2025-06-12
11384,Ana Santos,ND,1984-11-10,Curitiba,MT,2021-09-23
11385,Sofia Almeida,M,1977-12-05,Teresina,PA,2024-01-19
11386,Pedro Cardoso,ND,1985-03-18,Fortaleza,AP,2021-03-19
11387,Carla Araujo,F,1984-02-22,Curitiba,RN,2022-08-20
11388,Carla Araujo,M,1997-10-12,Recife,BA,2021-06-18
11389,Daniel Silva,M,1974-12-25,São Paulo,AP,2022-01-20
11390,Lucas Souza,F,1991-05-03,Recife,PR,2022-03-11
11391,Caio Ferreira,F,1977-03-14,Porto Velho,AP,2019-07-11
11392,Fabrício Rodrigues,ND,2002-03-21,Belo Horizonte,RO,2022-03-26
11393,Bruno Silva,M,1963-01-20,Teresina,PR,2022-11-09
11394,Akira Santos,F,2000-02-05,João Pessoa,RS,2024-07-20
11395,Aline Ribeiro,M,1982-03-20,Vitória,MT,2023-09-01
11396,Gabriel Pereira,ND,1976-03-17,Rio de Janeiro,PA,2024-07-14
11397,Monique Gomes,ND,1976-02-23,Boa Vista,RO,2024-04-28
11398,Roberto Lima,ND,1987-12-17,Fortaleza,MG,2021-08-24
11399,Maria Costa,F,1986-07-15,Fortaleza,AP,2023-10-20
11400,Aline Ferreira,M,1968-09-01,João Pessoa,RR,2022-05-15
11401,Lucas Araujo,F,1958-03-11,Maceió,RJ,2024-06-17
11402,Marina Dias,M,1963-03-09,Curitiba,RO,2023-04-08
11403,Fabrício Teixeira,M,1988-07-05,Porto Alegre,PB,2023-02-19
11404,Fabrício Ribeiro,M,2003-10-24,Maceió,ES,2022-05-02
11405,Monique Santos,F,2000-09-19,Cuiabá,AL,2022-10-04
11406,Ana Silva,ND,1977-06-06,Teresina,MT,2023-02-20
